timestamp_s,source_type,true_x,true_y,true_lon,true_lat,gps_x,gps_y,gps_lon,gps_lat,circle_x,circle_y,circle_r,circle_lon,circle_lat,cell_tower_x,cell_tower_y,cell_tower_lon,cell_tower_lat,cell_r_min,cell_r_max,cell_theta_start,cell_theta_end,dataset_id,path_complexity,density,reference_origin_lat,reference_origin_lon
51.202167560542,cell_sector,-406.9574359668372,-2105.8143136786452,-0.13397360118450355,51.48908314816505,,,,,,,,,,-450.0,-1800.0,-0.13459483287299362,51.491830324885846,297.40195390535615,341.05568263771653,-2.216859345095911,-0.6945008005475469,S-D,simple,dense,51.508,-0.1281
265.1754371932871,cell_sector,-284.4968099466656,-1869.7342725693666,-0.13220613163000758,51.491203891257086,,,,,,,,,,-450.0,-1800.0,-0.13459483287299362,51.491830324885846,154.8060880725451,194.9705270493092,-0.747334054971653,-0.166422501851398,S-D,simple,dense,51.508,-0.1281
499.7170098820633,cell_sector,-293.65771391685286,-1553.0871373454875,-0.13233835060834517,51.49404838086953,,,,,,,,,,-450.0,-1350.0,-0.13459483287299362,51.495872743664385,240.33693898967678,282.2130974659809,-1.665319817350641,-0.19303098191367596,S-D,simple,dense,51.508,-0.1281
618.929346837311,cell_sector,-261.53564672887666,-1426.5192242836483,-0.13187473403518743,51.49518535977736,,,,,,,,,,-450.0,-1350.0,-0.13459483287299362,51.495872743664385,179.32173620240513,217.65058269046477,-1.1384610030337363,0.3765328255069408,S-D,simple,dense,51.508,-0.1281
657.3185515043435,circle,-236.4337468181043,-1400.0109388894286,-0.13151243926915393,51.49542348775661,,,,,-248.26438140967244,-1415.1827224724416,29.577866997147936,-0.1316831903679399,51.495287197305814,,,,,,,,,S-D,simple,dense,51.508,-0.1281
659.4209859454685,circle,-233.60595746894256,-1400.056653653407,-0.13147162589310318,51.4954230770939,,,,,-228.2960369878303,-1382.0340180909361,31.85958232250633,-0.13139498801289495,51.49558497718376,,,,,,,,,S-D,simple,dense,51.508,-0.1281
660.3383012932857,circle,-232.39404777532872,-1400.0762461791596,-0.13145413444662055,51.495422901091246,,,,,-234.24524896676513,-1417.4951284832118,28.225333018679944,-0.13148085276295982,51.49526642460919,,,,,,,,,S-D,simple,dense,51.508,-0.1281
661.3133545744133,circle,-231.0474814685415,-1400.0980159928215,-0.13143469950636502,51.495422705529684,,,,,-228.00624474119414,-1402.9271814282731,20.890165833103758,-0.13139080545242873,51.49539729070416,,,,,,,,,S-D,simple,dense,51.508,-0.1281
662.4359263330828,circle,-229.5662585547238,-1400.1219632027346,-0.13141332107242526,51.49542249040824,,,,,-226.0258711451452,-1407.1773715824831,13.399018042135024,-0.13136222279569001,51.495359110596404,,,,,,,,,S-D,simple,dense,51.508,-0.1281
664.4576238702904,circle,-226.87312604711866,-1400.1655046938183,-0.13137445119344365,51.49542209926837,,,,,-222.5127863668705,-1405.7934008156271,22.040699989766647,-0.1313115185767932,51.49537154301733,,,,,,,,,S-D,simple,dense,51.508,-0.1281
734.9315145502387,gps,-184.36668324392616,-1349.863333805143,-0.130760957322261,51.4958739713577,-182.72745910681343,-1356.6999078116924,-0.13073729846267895,51.495812557368495,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
735.8373936981599,gps,-184.4034119896091,-1348.6483236047104,-0.13076148742684954,51.49588488598004,-187.29085873280158,-1340.0216619652117,-0.1308031618357978,51.495962380600055,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
736.8203532002614,gps,-184.4442217193905,-1347.2983122733356,-0.13076207643212626,51.495897013338165,-191.4166987957962,-1359.9982389671588,-0.13086270992839744,51.4957829279556,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
737.8379206710193,gps,-184.4850314617053,-1345.9483009419607,-0.13076266543758386,51.49590914069629,-195.65610238116037,-1345.7736412625006,-0.13092389707899324,51.49591070969089,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
738.8011732056822,gps,-184.52584121707685,-1344.5982896141263,-0.13076325444322992,51.49592126805439,-184.34033754888065,-1345.303954746677,-0.13076057707584712,51.495914928956644,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
739.8401465791446,gps,-184.56665098503692,-1343.2482782898326,-0.13076384344905767,51.49593339541245,-177.2815120114659,-1359.2852848884502,-0.13065869731552462,51.49578933253106,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
741.0037439324268,gps,-184.61562272367294,-1341.6282647001137,-0.13076455025629755,51.49594794824213,-182.240019477088,-1332.2596354892924,-0.13073026326505507,51.496032108070246,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
741.8569136867679,gps,-184.6482705597692,-1340.5482556447857,-0.13076502146127333,51.495957650128545,-191.4149551491195,-1342.8270947155252,-0.1308626847624113,51.49593717896887,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
805.318263802393,cell_sector,-187.61078013683638,-1254.8353639754448,-0.130807779249246,51.49672762213487,,,,,,,,,,0.0,-1350.0,-0.1281,51.495872743664385,178.99615659681794,239.91524592558068,2.426453243768379,3.063342406034082,S-D,simple,dense,51.508,-0.1281
1118.4656155984512,cell_sector,-68.34983510863565,-937.862281381325,-0.12908649056872723,51.49957503978236,,,,,,,,,,0.0,-900.0,-0.1281,51.49991516244293,50.05890414052765,86.7608965521468,-3.448318080433054,-1.8138241964709692,S-D,simple,dense,51.508,-0.1281
1384.5321200210797,cell_sector,177.72480472696864,-770.2544871715802,-0.12553490465758427,51.501080686215126,,,,,,,,,,0.0,-900.0,-0.1281,51.49991516244293,192.62402124436738,252.0098790431968,0.17335377706601607,1.1446459595390477,S-D,simple,dense,51.508,-0.1281
1432.5022594395136,circle,242.26995329349737,-773.9354186599621,-0.12460332698491283,51.50104761984496,,,,,286.7739048046429,-762.0174206121351,56.61836112098229,-0.12396100314657349,51.50115468104298,,,,,,,,,S-D,simple,dense,51.508,-0.1281
1433.5426431890783,circle,243.61492502213628,-774.0077400726195,-0.12458391505914303,51.50104697017066,,,,,257.1808952059983,-779.0733955918004,25.96314231257477,-0.12438811792780037,51.50100146461289,,,,,,,,,S-D,simple,dense,51.508,-0.1281
1434.5553318181626,circle,244.9598967039196,-774.0800618421672,-0.12456450313404949,51.50104632049315,,,,,257.68031574240916,-773.6448636133711,23.03357320773788,-0.1243809098102063,51.501050229945356,,,,,,,,,S-D,simple,dense,51.508,-0.1281
1435.5995661980692,circle,246.30486833826888,-774.1523839671888,-0.12454509120964057,51.501045670812445,,,,,246.50066144438296,-769.4402201947128,19.669222850537857,-0.12454226533519192,51.50108800089983,,,,,,,,,S-D,simple,dense,51.508,-0.1281
1436.595311019287,circle,247.6498399256523,-774.2247064526412,-0.12452567928590949,51.501045021128505,,,,,220.53230286777648,-764.8926890921077,36.57589104563509,-0.12491706566617197,51.50112885206677,,,,,,,,,S-D,simple,dense,51.508,-0.1281
1437.512047624136,circle,248.99481146579444,-774.2970292928593,-0.12450626736286026,51.50104437144138,,,,,228.80262356796268,-775.1147867068809,38.3053170014519,-0.12479770044227471,51.501037025401544,,,,,,,,,S-D,simple,dense,51.508,-0.1281
1439.4737072012874,circle,251.55025726221854,-774.4344436741917,-0.12446938471094078,51.50104313702699,,,,,241.84117095820662,-762.79999766684,22.12569640662319,-0.12460951558403861,51.5011476510337,,,,,,,,,S-D,simple,dense,51.508,-0.1281
1641.915263596522,cell_sector,301.45325325185553,-514.0633516792956,-0.12374913666913108,51.50338209034181,,,,,,,,,,450.0,-450.0,-0.12160516712700639,51.503957581221464,139.67788116885848,182.41946261941715,-3.1251403479410373,-2.3072164102826904,S-D,simple,dense,51.508,-0.1281
1757.3963378632811,cell_sector,333.1606693817221,-363.11892169803144,-0.12329150473891343,51.50473804722686,,,,,,,,,,450.0,-450.0,-0.12160516712700639,51.503957581221464,124.60107634016592,179.5033159151369,1.6789823886875501,2.9428407158508785,S-D,simple,dense,51.508,-0.1281
1897.9672585368414,cell_sector,374.73352779104044,-178.62332779055347,-0.12269148525575532,51.50639539934546,,,,,,,,,,450.0,0.0,-0.12160516712700639,51.508,182.8445801599111,208.64904600354959,-2.405691570530875,-1.547682356935648,S-D,simple,dense,51.508,-0.1281
1907.529402968563,gps,383.5615017387047,-173.43837829366225,-0.1225640714437615,51.50644197653926,383.3936069995234,-172.08501925660116,-0.12256649466214202,51.50645413397034,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
1908.2543180181776,gps,383.7937178162113,-172.5220579433895,-0.12256071987795299,51.50645020798502,389.4796154753011,-179.18868734889486,-0.12247865553344468,51.50639032063413,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
1909.3796532728716,gps,384.18084161472086,-171.0896321557341,-0.12255513253490304,51.5064630756848,377.1490120573161,-177.6495753030584,-0.12265662266327353,51.50640414671288,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
1910.2635557222518,gps,384.6544336677181,-169.97065213911156,-0.12254829719882705,51.506473127653315,386.3879336707303,-162.5009678672329,-0.12252327765926062,51.50654022896881,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
1911.2678460218724,gps,385.18064731033587,-168.72734106924872,-0.12254070237735085,51.506484296506684,382.5926106808988,-183.73754013420665,-0.12257805541152281,51.50634945759431,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
1912.2681580244962,gps,385.66703633369036,-167.4684244688436,-0.12253368234308874,51.506495605546924,375.4430791580281,-172.46664480561967,-0.12268124432788113,51.50645070576971,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
1913.3196467516088,gps,386.16651269534077,-166.06968508589077,-0.12252647341977112,51.506508170636586,382.8201393703695,-168.52001684941914,-0.12257477149860742,51.50648615893184,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
1914.3718406485725,gps,386.62058236079764,-164.79810388093267,-0.12251991984957147,51.5065195934449,386.85206909868316,-166.66858186586737,-0.12251657881029397,51.50650279065527,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
1959.138206435599,cell_sector,412.0138799147591,-110.16653812589918,-0.12215341935244442,51.50701035715003,,,,,,,,,,450.0,0.0,-0.12160516712700639,51.508,85.52939462732812,140.30574210944056,-2.529616308127273,-1.1720396515252645,S-D,simple,dense,51.508,-0.1281
2021.9107863557329,cell_sector,448.8499772706222,-33.81741254383909,-0.12162176536128964,51.50769621301443,,,,,,,,,,450.0,0.0,-0.12160516712700639,51.508,15.81314000139433,52.76804524229423,-2.314040417584599,-0.9282320065962699,S-D,simple,dense,51.508,-0.1281
2275.635737550405,cell_sector,673.3080084684243,214.19619056022108,-0.11838217113988762,51.50992415711781,,,,,,,,,,450.0,0.0,-0.12160516712700639,51.508,295.84530728421163,342.8508216590191,0.42242400492878285,1.082901918929395,S-D,simple,dense,51.508,-0.1281
2529.0194162160296,cell_sector,987.8687674562153,327.4619657633091,-0.1138421276776038,51.51094164088813,,,,,,,,,,900.0,450.0,-0.11511033425401282,51.512042418778535,140.07555741999238,165.92881475362262,-1.7798947987684854,-0.2959965855501039,S-D,simple,dense,51.508,-0.1281
2821.1009529301723,cell_sector,1379.510721600501,349.7104599517543,-0.10818957425933767,51.51114150251191,,,,,,,,,,1350.0,450.0,-0.10861550138101922,51.512042418778535,85.37492341580119,124.68745865966179,-1.622197409397059,-0.8203611548432879,S-D,simple,dense,51.508,-0.1281
2912.262360367139,cell_sector,1500.0150742097806,354.52051432905023,-0.10645033952452532,51.511184711965555,,,,,,,,,,1350.0,450.0,-0.10861550138101922,51.512042418778535,146.83650149155542,209.43606580151538,-0.9825960220580439,-0.0740484830374682,S-D,simple,dense,51.508,-0.1281
2970.2833573232683,gps,1575.352830130107,361.65434930768754,-0.10536299256068332,51.51124879629551,1583.533402402621,350.36955873984317,-0.10524492267242681,51.51114742329706,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
2971.3260046330565,gps,1576.7518782670968,362.1441994937291,-0.10534280015216993,51.511253196694604,1574.844438975326,356.94216795578853,-0.10537033015087088,51.51120646605021,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
2972.286169285693,gps,1577.8965542099443,362.5449857177089,-0.10532627908785319,51.51125679701851,1578.6119093767086,359.1162904025285,-0.10531595439395772,51.51122599652445,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
2973.2687976933794,gps,1579.110231869497,363.1225431003134,-0.10530876212438546,51.511261985304756,1578.1132848177986,374.4155923815377,-0.1053231510232388,51.51136343249249,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
2974.345354864892,gps,1580.4143605618565,363.8281228329762,-0.10528993968460379,51.511268323635335,1579.396041783334,366.31087673611745,-0.10530463704077697,51.511290626593116,,,,,,,,,,,,,,S-D,simple,dense,51.508,-0.1281
