timestamp_s,true_x,true_y,lon,lat,reference_origin_lat,reference_origin_lon,dataset_id,path_complexity,density
0.0,-399.0864816210905,586.2529663129473,-0.13386000000000003,51.51326639999999,51.508,-0.1281,C-S,complex,sparse
1.0,-400.23199053796327,585.7577769908987,-0.13387653308659916,51.513261951638626,51.508,-0.1281,C-S,complex,sparse
2.0,-401.3774992365639,585.2625874061393,-0.13389306617004798,51.5132575032749,51.508,-0.1281,C-S,complex,sparse
3.0,-402.03619637360066,584.5661668161991,-0.13390257312075682,51.5132512472223,51.508,-0.1281,C-S,complex,sparse
4.0,-401.57176543443717,583.4054843310655,-0.13389587000668812,51.51324082063414,51.508,-0.1281,C-S,complex,sparse
5.0,-401.1073347017873,582.2448018091098,-0.13388916689560001,51.51323039404564,51.508,-0.1281,C-S,complex,sparse
6.0,-400.64290417611403,581.0841192453755,-0.1338824637874992,51.51321996745677,51.508,-0.1281,C-S,complex,sparse
7.0,-400.1784738569819,579.9234366434029,-0.1338757606823794,51.51320954086756,51.508,-0.1281,C-S,complex,sparse
8.0,-399.7140437448022,578.7627540024838,-0.13386905758024653,51.513199114277995,51.508,-0.1281,C-S,complex,sparse
9.0,-399.2496138392463,577.6020713219103,-0.13386235448109585,51.51318868768808,51.508,-0.1281,C-S,complex,sparse
10.0,-398.7851841405294,576.4413886023905,-0.13385565138493047,51.513178261097806,51.508,-0.1281,C-S,complex,sparse
11.0,-398.32075464868416,575.2807058439244,-0.13384894829175087,51.513167834507186,51.508,-0.1281,C-S,complex,sparse
12.0,-397.8563253633506,574.1200230458037,-0.13384224520155183,51.51315740791621,51.508,-0.1281,C-S,complex,sparse
13.0,-397.3918962848871,572.9593402073205,-0.13383554211433854,51.51314698132487,51.508,-0.1281,C-S,complex,sparse
14.0,-396.92746741332104,571.7986573320153,-0.1338288390301114,51.51313655473321,51.508,-0.1281,C-S,complex,sparse
15.0,-396.4630387483494,570.6379744149313,-0.13382213594886602,51.51312612814116,51.508,-0.1281,C-S,complex,sparse
16.0,-395.9986102902219,569.477291459609,-0.13381543287060602,51.51311570154877,51.508,-0.1281,C-S,complex,sparse
17.0,-395.53418203865783,568.3166084660485,-0.13380872979532735,51.51310527495604,51.508,-0.1281,C-S,complex,sparse
18.0,-395.0697539939378,567.1559254321254,-0.13380202672303404,51.51309484836295,51.508,-0.1281,C-S,complex,sparse
19.0,-394.6053261560878,565.9952423599641,-0.13379532365372648,51.51308442176951,51.508,-0.1281,C-S,complex,sparse
20.0,-394.14089852491657,564.8345592474402,-0.1337886205874019,51.51307399517571,51.508,-0.1281,C-S,complex,sparse
21.0,-393.6764711005843,563.67387609597,-0.13378191752406263,51.51306356858156,51.508,-0.1281,C-S,complex,sparse
22.0,-393.21204388282064,562.5131929062615,-0.13377521446370477,51.513053141987065,51.508,-0.1281,C-S,complex,sparse
23.0,-392.74761687187186,561.3525096768985,-0.13376851140633184,51.51304271539222,51.508,-0.1281,C-S,complex,sparse
24.0,-392.28319006784807,560.1918264071729,-0.13376180835194545,51.51303228879701,51.508,-0.1281,C-S,complex,sparse
25.0,-391.81876347039116,559.0311430992092,-0.13375510530054044,51.51302186220145,51.508,-0.1281,C-S,complex,sparse
26.0,-391.35433707974914,557.8704597515909,-0.13374840225212037,51.513011435605534,51.508,-0.1281,C-S,complex,sparse
27.0,-390.8899108958961,556.7097763650264,-0.13374169920668488,51.51300100900927,51.508,-0.1281,C-S,complex,sparse
28.0,-390.4254849187718,555.5490929395154,-0.13373499616423312,51.51299058241266,51.508,-0.1281,C-S,complex,sparse
29.0,-389.96105914838313,554.38840947435,-0.13372829312476514,51.5129801558157,51.508,-0.1281,C-S,complex,sparse
30.0,-389.16385909775033,553.5429014024929,-0.13371678716677582,51.512972560487455,51.508,-0.1281,C-S,complex,sparse
31.0,-388.3152410667829,552.6263295352754,-0.13370453909503327,51.51296432678228,51.508,-0.1281,C-S,complex,sparse
32.0,-387.4583805807298,551.7174454452928,-0.1336921720602502,51.51295616213759,51.508,-0.1281,C-S,complex,sparse
33.0,-386.66188680544406,550.7647362760246,-0.13368067629590605,51.51294760380551,51.508,-0.1281,C-S,complex,sparse
34.0,-386.11575554049244,549.6403680092152,-0.13367279400414478,51.51293750343352,51.508,-0.1281,C-S,complex,sparse
35.0,-385.5696245123272,548.5159996907133,-0.13366491171580103,51.51292740306106,51.508,-0.1281,C-S,complex,sparse
36.0,-385.02349372136007,547.3916313148541,-0.13365702943088073,51.512917302688095,51.508,-0.1281,C-S,complex,sparse
37.0,-384.47736316770283,546.2672628851782,-0.13364914714938553,51.512907202314636,51.508,-0.1281,C-S,complex,sparse
38.0,-383.9312328508544,545.1428944016853,-0.1336412648713082,51.5128971019407,51.508,-0.1281,C-S,complex,sparse
39.0,-383.38510277112493,544.0185258629597,-0.13363338259665317,51.51288700156627,51.508,-0.1281,C-S,complex,sparse
40.0,-382.8389729285899,542.8941572690009,-0.1336255003254216,51.51287690119134,51.508,-0.1281,C-S,complex,sparse
41.0,-382.2928433230084,541.7697886205173,-0.1336176180576099,51.51286680081592,51.508,-0.1281,C-S,complex,sparse
42.0,-381.74671395467647,540.6454199182168,-0.13360973579322247,51.51285670044002,51.508,-0.1281,C-S,complex,sparse
43.0,-381.20058482346167,539.5210511606833,-0.13360185353225734,51.51284660006362,51.508,-0.1281,C-S,complex,sparse
44.0,-380.6544559293072,538.3966823479169,-0.13359397127471367,51.51283649968673,51.508,-0.1281,C-S,complex,sparse
45.0,-380.1083272720752,537.2723134813338,-0.13358608902058952,51.51282639930935,51.508,-0.1281,C-S,complex,sparse
46.0,-379.56219885201534,536.1479445588094,-0.13357820676988844,51.51281629893146,51.508,-0.1281,C-S,complex,sparse
47.0,-379.01607066920513,535.0235755824683,-0.13357032452261158,51.5128061985531,51.508,-0.1281,C-S,complex,sparse
48.0,-378.46994272329164,533.8992065508942,-0.13356244227875386,51.51279609817424,51.508,-0.1281,C-S,complex,sparse
49.0,-377.92381501446596,532.7748374655033,-0.133554560038318,51.51278599779489,51.508,-0.1281,C-S,complex,sparse
50.0,-377.3776875427832,531.6504683255876,-0.13354667780130483,51.51277589741506,51.508,-0.1281,C-S,complex,sparse
51.0,-376.8315603082433,530.5260991290226,-0.13353879556771434,51.51276579703472,51.508,-0.1281,C-S,complex,sparse
52.0,-376.2854333107103,529.4017298793489,-0.13353091333754452,51.5127556966539,51.508,-0.1281,C-S,complex,sparse
53.0,-375.73930655037185,528.2773605751503,-0.13352303111079816,51.51274559627259,51.508,-0.1281,C-S,complex,sparse
54.0,-375.19318002704193,527.1529912150106,-0.1335151488874725,51.51273549589078,51.508,-0.1281,C-S,complex,sparse
55.0,-374.64705374079654,526.0286218017623,-0.1335072666675687,51.51272539550849,51.508,-0.1281,C-S,complex,sparse
56.0,-374.1903533672341,524.8697958133664,-0.13350067512845912,51.51271498559752,51.508,-0.1281,C-S,complex,sparse
57.0,-373.84472888870226,523.6681713211957,-0.13349568674351495,51.51270419122105,51.508,-0.1281,C-S,complex,sparse
58.0,-373.4991045673217,522.4665468077815,-0.1334906983608389,51.512693396844384,51.508,-0.1281,C-S,complex,sparse
59.0,-373.15348040289433,521.2649222731238,-0.1334857099804282,51.512682602467535,51.508,-0.1281,C-S,complex,sparse
60.0,-372.8078563956183,520.0632977165146,-0.13348072160228563,51.51267180809048,51.508,-0.1281,C-S,complex,sparse
61.0,-372.4622325456845,518.8616731372457,-0.13347573322641398,51.51266101371323,51.508,-0.1281,C-S,complex,sparse
62.0,-372.1166088525147,517.6600485381496,-0.1334707448528049,51.5126502193358,51.508,-0.1281,C-S,complex,sparse
63.0,-371.77098531646675,516.4584239156856,-0.13346575648146358,51.51263942495816,51.508,-0.1281,C-S,complex,sparse
64.0,-371.42536193762345,515.2567992741025,-0.13346076811239116,51.512628630580345,51.508,-0.1281,C-S,complex,sparse
65.0,-371.07973871584704,514.0551746091517,-0.13345577974558567,51.512617836202324,51.508,-0.1281,C-S,complex,sparse
66.0,-370.7341156510549,512.8535499243735,-0.13345079138104596,51.51260704182412,51.508,-0.1281,C-S,complex,sparse
67.0,-370.3884927435224,511.65192521622754,-0.13344580301877595,51.51259624744571,51.508,-0.1281,C-S,complex,sparse
68.0,-369.7614133896955,510.71793594220924,-0.13343675240632882,51.51258785727731,51.508,-0.1281,C-S,complex,sparse
69.0,-368.6033867963348,510.2567788989005,-0.13342003865258134,51.5125837146331,51.508,-0.1281,C-S,complex,sparse
