timestamp_s,true_x,true_y,lon,lat,reference_origin_lat,reference_origin_lon,dataset_id,path_complexity,density
0.0,2920.9735448135307,-2256.15664770318,-0.08594170000000102,51.4877326,51.508,-0.1281,S-S,simple,sparse
1.0,2922.062506926624,-2255.3622613694774,-0.08592598305126865,51.48773973609386,51.508,-0.1281,S-S,simple,sparse
2.0,2923.1514693772915,-2254.567875276534,-0.0859102660976641,51.48774687218555,51.508,-0.1281,S-S,simple,sparse
3.0,2924.2404321653694,-2253.7734894300143,-0.08589454913918972,51.48775400827502,51.508,-0.1281,S-S,simple,sparse
4.0,2925.3293952910212,-2252.979103829211,-0.08587883217584313,51.48776114436228,51.508,-0.1281,S-S,simple,sparse
5.0,2926.4183587541406,-2252.1847184727076,-0.08586311520762589,51.487768280447355,51.508,-0.1281,S-S,simple,sparse
6.0,2927.507322554888,-2251.3903333569633,-0.08584739823453567,51.48777541653027,51.508,-0.1281,S-S,simple,sparse
7.0,2928.5962866933505,-2250.595948487643,-0.08583168125657124,51.48778255261096,51.508,-0.1281,S-S,simple,sparse
8.0,2929.6852511691673,-2249.801563863331,-0.08581596427373778,51.48778968868945,51.508,-0.1281,S-S,simple,sparse
9.0,2930.774215982615,-2249.00717947907,-0.08580024728603132,51.487796824765795,51.508,-0.1281,S-S,simple,sparse
10.0,2931.8631811335267,-2248.2127953426493,-0.08578453029345423,51.487803960839905,51.508,-0.1281,S-S,simple,sparse
11.0,2932.9521466219594,-2247.4184114505288,-0.08576881329600572,51.48781109691183,51.508,-0.1281,S-S,simple,sparse
12.0,2934.041112447912,-2246.6240278012915,-0.0857530962936858,51.48781823298156,51.508,-0.1281,S-S,simple,sparse
13.0,2935.130078611578,-2245.82964439777,-0.08573737928649168,51.48782536904909,51.508,-0.1281,S-S,simple,sparse
14.0,2936.2190451125703,-2245.0352612357165,-0.08572166227442893,51.48783250511445,51.508,-0.1281,S-S,simple,sparse
15.0,2937.308011951195,-2244.2408783193787,-0.08570594525749316,51.4878396411776,51.508,-0.1281,S-S,simple,sparse
16.0,2938.396979127393,-2243.4464956487573,-0.0856902282356852,51.487846777238545,51.508,-0.1281,S-S,simple,sparse
17.0,2939.4859466411126,-2242.6521132174785,-0.08567451120900581,51.487853913297336,51.508,-0.1281,S-S,simple,sparse
18.0,2940.575279645806,-2241.858234915544,-0.0856587889072091,51.48786104482746,51.508,-0.1281,S-S,simple,sparse
19.0,2941.66462279809,-2241.0643703928286,-0.0856430664589526,51.4878681762338,51.508,-0.1281,S-S,simple,sparse
20.0,2942.753966287893,-2240.2705061172446,-0.0856273440058247,51.48787530763793,51.508,-0.1281,S-S,simple,sparse
21.0,2943.843310115051,-2239.476642083129,-0.08561162154782777,51.48788243903988,51.508,-0.1281,S-S,simple,sparse
22.0,2944.5871425179516,-2238.637614352519,-0.08560088584306698,51.48788997615422,51.508,-0.1281,S-S,simple,sparse
23.0,2943.7370145303134,-2237.5902305597274,-0.08561315570795668,51.487899384962915,51.508,-0.1281,S-S,simple,sparse
24.0,2942.886886194467,-2236.5428469028934,-0.08562542557787205,51.48790879377039,51.508,-0.1281,S-S,simple,sparse
25.0,2942.0367575100818,-2235.4954633827256,-0.08563769545281787,51.48791820257664,51.508,-0.1281,S-S,simple,sparse
26.0,2941.1866284771304,-2234.4480799978082,-0.08564996533279452,51.487927611381664,51.508,-0.1281,S-S,simple,sparse
27.0,2940.3364990958335,-2233.400696748141,-0.08566223521779885,51.48793702018548,51.508,-0.1281,S-S,simple,sparse
28.0,2939.486369366025,-2232.3533136344317,-0.08567450510783323,51.487946428988074,51.508,-0.1281,S-S,simple,sparse
29.0,2938.659866116549,-2231.2892589542275,-0.08568643399777619,51.487955987553896,51.508,-0.1281,S-S,simple,sparse
30.0,2937.9643481443723,-2230.1327775538066,-0.0856964723821972,51.48796637640307,51.508,-0.1281,S-S,simple,sparse
31.0,2937.2688298601574,-2228.9762962433165,-0.08570651077112183,51.487976765251446,51.508,-0.1281,S-S,simple,sparse
32.0,2936.5733112633784,-2227.8198150227568,-0.0857165491645577,51.48798715409901,51.508,-0.1281,S-S,simple,sparse
33.0,2935.8777923546677,-2226.663333890712,-0.08572658756249565,51.48799754294578,51.508,-0.1281,S-S,simple,sparse
34.0,2935.182273133505,-2225.5068528507213,-0.08573662596494322,51.488007931791714,51.508,-0.1281,S-S,simple,sparse
35.0,2934.4867536003285,-2224.3503718964134,-0.08574666437189409,51.48801832063688,51.508,-0.1281,S-S,simple,sparse
36.0,2933.7912337547277,-2223.19389103416,-0.08575670278335414,51.48802870948123,51.508,-0.1281,S-S,simple,sparse
37.0,2933.0957135969484,-2222.0374102611295,-0.08576674119931986,51.48803909832477,51.508,-0.1281,S-S,simple,sparse
38.0,2932.4001931269077,-2220.8809295773212,-0.08577677961979244,51.488049487167515,51.508,-0.1281,S-S,simple,sparse
39.0,2931.7046723445796,-2219.724448983444,-0.08578681804477226,51.488059876009444,51.508,-0.1281,S-S,simple,sparse
40.0,2931.009151250101,-2218.5679684773727,-0.08579685647425733,51.48807026485059,51.508,-0.1281,S-S,simple,sparse
41.0,2930.3136298433324,-2217.411488063357,-0.08580689490824965,51.48808065369091,51.508,-0.1281,S-S,simple,sparse
42.0,2929.618108124416,-2216.255007738563,-0.08581693334674721,51.48809104253042,51.508,-0.1281,S-S,simple,sparse
43.0,2929.0546403902513,-2215.0386790115745,-0.08582506585510881,51.48810196899728,51.508,-0.1281,S-S,simple,sparse
44.0,2928.6490745297006,-2213.750787323063,-0.08583091937173831,51.48811353832516,51.508,-0.1281,S-S,simple,sparse
45.0,2928.243508471093,-2212.4628956628753,-0.08583677289122635,51.488125107652785,51.508,-0.1281,S-S,simple,sparse
46.0,2927.837942214129,-2211.17500403597,-0.08584262641357725,51.48813667698011,51.508,-0.1281,S-S,simple,sparse
47.0,2927.432375759164,-2209.887112435972,-0.08584847993878589,51.4881482463072,51.508,-0.1281,S-S,simple,sparse
48.0,2927.0268091062253,-2208.599220866424,-0.08585433346685188,51.48815981563401,51.508,-0.1281,S-S,simple,sparse
49.0,2926.6212422549584,-2207.311329324492,-0.08586018699778034,51.48817138496058,51.508,-0.1281,S-S,simple,sparse
50.0,2926.215675205883,-2206.023437815133,-0.08586604053156376,51.48818295428685,51.508,-0.1281,S-S,simple,sparse
51.0,2925.810107958449,-2204.735546333391,-0.08587189406821007,51.48819452361287,51.508,-0.1281,S-S,simple,sparse
52.0,2925.404540513043,-2203.447654882098,-0.08587774760771372,51.48820609293862,51.508,-0.1281,S-S,simple,sparse
53.0,2924.999262492044,-2202.1596718219084,-0.0858835969699659,51.48821766308731,51.508,-0.1281,S-S,simple,sparse
54.0,2924.5946912230443,-2200.8714651119494,-0.08588943613169339,51.48822923524507,51.508,-0.1281,S-S,simple,sparse
55.0,2924.2509431850776,-2199.56781861366,-0.08589439743404231,51.48824094610082,51.508,-0.1281,S-S,simple,sparse
56.0,2923.9958931569286,-2198.241656414667,-0.08589807856139138,51.48825285921855,51.508,-0.1281,S-S,simple,sparse
57.0,2923.7408430040787,-2196.915494223463,-0.08590175969054024,51.4882647723362,51.508,-0.1281,S-S,simple,sparse
